ledger_scope,source_family,wiki_track_name,source_item,wiki_page_title,wiki_page_url,state_field,max_level_field,activation_field,contributor_id,semantic_type,operation,target_stat,raw_or_derived,dependencies,unlock_notes,wiki_semantic_note,confidence,uncertainty_notes,source_ref
enhancement,enhancement,Coin Bonus,Coin Bonus,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__coin_bonus__level,enhancement__coin_bonus__max_level,—,enhancement__coin_bonus__multiplier,multiplier,multiply,coin_bonus_multiplier,raw,—,Requires 50 billion coins to be spent on Utility enhancements to unlock.,Increases the Coin Bonus multiplier by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 200 for a 3x bonus. Note: Coin Bonus enhancement affects tier bonus and Coins/kill.,strong,Primary row captures the direct coin-bonus multiplier; spillover to coins/kill is split below.,Workshop Enhancement lines 943-945
enhancement,enhancement,Coin Bonus,Coin Bonus,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__coin_bonus__level,enhancement__coin_bonus__max_level,—,enhancement__coins_per_kill_bonus__multiplier,multiplier,multiply,coins_per_kill_bonus,raw,—,Requires 50 billion coins to be spent on Utility enhancements to unlock.,Coin Bonus enhancement affects Coins/Kill as well as tier bonus.,strong,Split from the Coin Bonus note to preserve contributor lineage into the workshop coins/kill property.,Workshop Enhancement lines 943-945
enhancement,enhancement,Critical Factor,Critical Factor,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__critical_factor__level,enhancement__critical_factor__max_level,—,enhancement__critical_factor__multiplier,multiplier,multiply,critical_factor,raw,—,Requires 500 billion coins to be spent on enhancements to unlock.,Increases Crit Factor by 1.0x when unlocked and increases by 0.1 per level. Has 400 levels for a maximum of x5.,strong,"Page wording omits attack category in snippet, but it sits under attack enhancement.",Workshop Enhancement lines 412-414
enhancement,enhancement,Damage,Damage,Workshop Enhancement/Attack,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement/Attack,enhancement__damage__level,enhancement__damage__max_level,—,enhancement__damage__multiplier,multiplier,multiply,damage,raw,—,Unlocked for free after Workshop Enhancements are researched.,Starts at 1x and increases by 0.01x per level. Has a max of 400 levels for x5.,strong,—,Workshop Enhancement/Attack Damage snippet
enhancement,enhancement,Damage/Meter,Damage/Meter,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__damage_per_meter__level,enhancement__damage_per_meter__max_level,—,enhancement__damage_per_meter__multiplier,multiplier,multiply,damage_per_meter_multiplier,raw,—,Requires 5 trillion coins to be spent on attack enhancements to unlock.,Increases the Damage/Meter multiplier by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 400 for a 5x bonus.,strong,Resolved property retains multiplier semantics because the base workshop stat is itself x-based.,Workshop Enhancement lines 457-459
enhancement,enhancement,Defense Absolute,Defense Absolute,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__defense_absolute__level,enhancement__defense_absolute__max_level,—,enhancement__defense_absolute__multiplier,multiplier,multiply,defense_absolute,raw,—,Requires 500 billion coins to be spent on defense enhancements to unlock.,Increases the Defense Absolute multiplier by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 400 for a 5x bonus.,strong,—,Workshop Enhancement lines 727-729
enhancement,enhancement,Enemy Level Skips,Enemy Level Skips,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__enemy_level_skips__level,enhancement__enemy_level_skips__max_level,—,enhancement__enemy_attack_level_skip__multiplier,multiplier,multiply,enemy_attack_level_skip,raw,—,Requires 500 trillion coins to be spent on Utility enhancements to unlock.,Increases Enemy Health and Enemy Damage Level Skip multiplier by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 60 for a 1.6x bonus.,strong,Single wiki track emits both attack-skip and health-skip contributors.,Workshop Enhancement lines 1490-1492
enhancement,enhancement,Enemy Level Skips,Enemy Level Skips,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__enemy_level_skips__level,enhancement__enemy_level_skips__max_level,—,enhancement__enemy_health_level_skip__multiplier,multiplier,multiply,enemy_health_level_skip,raw,—,Requires 500 trillion coins to be spent on Utility enhancements to unlock.,Increases Enemy Health and Enemy Damage Level Skip multiplier by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 60 for a 1.6x bonus.,strong,Single wiki track emits both attack-skip and health-skip contributors.,Workshop Enhancement lines 1490-1492
enhancement,enhancement,Free Upgrades,Free Upgrades,Workshop Enhancement/Utility/Free Upgrades,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement/Utility/Free_Upgrades,enhancement__free_upgrades__level,enhancement__free_upgrades__max_level,—,enhancement__free_attack_upgrade__multiplier,multiplier,multiply,free_attack_upgrade_chance,raw,—,Requires 5 trillion coins to be spent on Utility enhancements to unlock.,Increases all Free Upgrades by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 100 for a 2x bonus.,strong,Single wiki track emits three contributor outputs because the enhancement applies to all free-upgrade chance tracks.,Workshop Enhancement/Utility/Free Upgrades snippet
enhancement,enhancement,Free Upgrades,Free Upgrades,Workshop Enhancement/Utility/Free Upgrades,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement/Utility/Free_Upgrades,enhancement__free_upgrades__level,enhancement__free_upgrades__max_level,—,enhancement__free_defense_upgrade__multiplier,multiplier,multiply,free_defense_upgrade_chance,raw,—,Requires 5 trillion coins to be spent on Utility enhancements to unlock.,Increases all Free Upgrades by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 100 for a 2x bonus.,strong,Single wiki track emits three contributor outputs because the enhancement applies to all free-upgrade chance tracks.,Workshop Enhancement/Utility/Free Upgrades snippet
enhancement,enhancement,Free Upgrades,Free Upgrades,Workshop Enhancement/Utility/Free Upgrades,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement/Utility/Free_Upgrades,enhancement__free_upgrades__level,enhancement__free_upgrades__max_level,—,enhancement__free_utility_upgrade__multiplier,multiplier,multiply,free_utility_upgrade_chance,raw,—,Requires 5 trillion coins to be spent on Utility enhancements to unlock.,Increases all Free Upgrades by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 100 for a 2x bonus.,strong,Single wiki track emits three contributor outputs because the enhancement applies to all free-upgrade chance tracks.,Workshop Enhancement/Utility/Free Upgrades snippet
enhancement,enhancement,Health,Health,Workshop Enhancement/Defense,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement/Defense,enhancement__health__level,enhancement__health__max_level,—,enhancement__health__multiplier,multiplier,multiply,health,raw,—,Unlocked for free after completing the Workshop Enhancement Labs.,Increases Health by x1 when unlocked and increases by 0.01x per level. Has a maximum of 400 levels for a multiplier of x5.00.,strong,—,Workshop Enhancement lines 637-639
enhancement,enhancement,Health Regen,Health Regen,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__health_regen__level,enhancement__health_regen__max_level,—,enhancement__health_regen__multiplier,multiplier,multiply,health_regen,raw,—,Requires 50 billion coins to be spent on defense enhancements to unlock.,Increases the health regen multiplier by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 400 for a 5x bonus.,strong,—,Workshop Enhancement lines 682-684
enhancement,enhancement,Land Mine Damage,Land Mine Damage,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__land_mine_damage__level,enhancement__land_mine_damage__max_level,—,enhancement__land_mine_damage__multiplier,multiplier,multiply,land_mine_damage_multiplier,derived,"damage, crit_factor, crit_chance, super_crit_mult, super_crit_chance",Requires 5 trillion coins to be spent on defense enhancements to unlock.,Increases Land Mine Damage multiplier by x1 when unlocked and increases by 0.06x per level. Has a maximum level of 400 for a 25x bonus.,strong,Resolved property retains multiplier semantics because land mine damage is derived from other combat stats.,Workshop Enhancement lines 772-774
enhancement,enhancement,Orb Size,Orb Size,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__orb_size__level,enhancement__orb_size__max_level,—,enhancement__orb_size__multiplier,multiplier,multiply,orb_size,raw,—,Requires 500 trillion coins to be spent on defense enhancements to unlock.,Increases Orb Size by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 200 for 3x orb size.,strong,—,Workshop Enhancement lines 862-864
enhancement,enhancement,Packages,Packages,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__packages__level,enhancement__packages__max_level,—,enhancement__max_recovery__multiplier,multiplier,multiply,max_recovery_multiplier,derived,health,Requires 50 trillion coins to be spent on Utility enhancements to unlock.,Increases Max Recovery Package and Recovery Amount by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 300 for a 4x bonus.,strong,Single wiki track emits both recovery amount and max recovery contributors.,Workshop Enhancement lines 1455-1457
enhancement,enhancement,Packages,Packages,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__packages__level,enhancement__packages__max_level,—,enhancement__recovery_amount_pct__multiplier,multiplier,multiply,recovery_amount_pct,derived,health,Requires 50 trillion coins to be spent on Utility enhancements to unlock.,Increases Max Recovery Package and Recovery Amount by x1 when unlocked and increases by 0.01x per level. Has a maximum level of 300 for a 4x bonus.,strong,Single wiki track emits both recovery amount and max recovery contributors.,Workshop Enhancement lines 1455-1457
enhancement,enhancement,Rend Armor,Rend Armor,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__rend_armor__level,enhancement__rend_armor__max_level,—,enhancement__rend_armor_chance__multiplier,multiplier,multiply,rend_armor_chance,raw,—,Requires 50 billion coins to be spent on damage enhancements to unlock.,"Applies a multiplier to Rend Max, chance, and Mult of x1 when unlocked and increases by 0.01x per level. Has a maximum level of 400 for a 5x bonus.",strong,Single wiki track emits three contributor outputs.,Workshop Enhancement lines 367-369
enhancement,enhancement,Rend Armor,Rend Armor,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__rend_armor__level,enhancement__rend_armor__max_level,—,enhancement__rend_armor_max__multiplier,multiplier,multiply,rend_armor_max,derived,—,Requires 50 billion coins to be spent on damage enhancements to unlock.,"Applies a multiplier to Rend Max, chance, and Mult of x1 when unlocked and increases by 0.01x per level. Has a maximum level of 400 for a 5x bonus.",strong,Single wiki track emits three contributor outputs.,Workshop Enhancement lines 367-369
enhancement,enhancement,Rend Armor,Rend Armor,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__rend_armor__level,enhancement__rend_armor__max_level,—,enhancement__rend_armor_mult__multiplier,multiplier,multiply,rend_armor_mult,raw,—,Requires 50 billion coins to be spent on damage enhancements to unlock.,"Applies a multiplier to Rend Max, chance, and Mult of x1 when unlocked and increases by 0.01x per level. Has a maximum level of 400 for a 5x bonus.",strong,Single wiki track emits three contributor outputs.,Workshop Enhancement lines 367-369
enhancement,enhancement,Super Crit Multi,Super Crit Multi,Workshop Enhancement,https://the-tower-idle-tower-defense.fandom.com/wiki/Workshop_Enhancement,enhancement__super_crit_mult__level,enhancement__super_crit_mult__max_level,—,enhancement__super_crit_mult__multiplier,multiplier,multiply,super_crit_multiplier,raw,—,Requires 50 trillion coins to be spent on enhancements to unlock.,Increases Super Crit Multi by x1.0 when unlocked and increases by 0.1 per level. Has a maximum of 400 levels for a x5 multiplier.,strong,—,Workshop Enhancement lines 502-504
